UUID,Type,Value,Created,Language
localize_statistics-3421,contributors,444,1383782401,localize_glossary_languages_fr
localize_statistics-3422,to_translate,485897,1383782401,localize_glossary_languages_fr
localize_statistics-3423,translations,67471,1383782401,localize_glossary_languages_fr
localize_statistics-3424,suggestions,14796,1383782401,localize_glossary_languages_fr
localize_statistics-3425,contributors,444,1383868801,localize_glossary_languages_fr
localize_statistics-3426,to_translate,485897,1383868801,localize_glossary_languages_fr
localize_statistics-3427,translations,67471,1383868801,localize_glossary_languages_fr
localize_statistics-3428,suggestions,14957,1383868801,localize_glossary_languages_fr
localize_statistics-3429,contributors,444,1383955201,localize_glossary_languages_fr
localize_statistics-3430,to_translate,485935,1383955201,localize_glossary_languages_fr
localize_statistics-3431,translations,67471,1383955201,localize_glossary_languages_fr
localize_statistics-3432,suggestions,14961,1383955201,localize_glossary_languages_fr
localize_statistics-3433,contributors,444,1383955243,localize_glossary_languages_fr
localize_statistics-3434,to_translate,485935,1383955243,localize_glossary_languages_fr
localize_statistics-3435,translations,67471,1383955243,localize_glossary_languages_fr
localize_statistics-3436,suggestions,14961,1383955243,localize_glossary_languages_fr
localize_statistics-3437,contributors,444,1384041601,localize_glossary_languages_fr
localize_statistics-3438,to_translate,485935,1384041601,localize_glossary_languages_fr
localize_statistics-3439,translations,67471,1384041601,localize_glossary_languages_fr
localize_statistics-3440,suggestions,15024,1384041601,localize_glossary_languages_fr
localize_statistics-3441,contributors,444,1384128001,localize_glossary_languages_fr
localize_statistics-3442,to_translate,485935,1384128001,localize_glossary_languages_fr
localize_statistics-3443,translations,67471,1384128001,localize_glossary_languages_fr
localize_statistics-3444,suggestions,15058,1384128001,localize_glossary_languages_fr
localize_statistics-3445,contributors,444,1384214401,localize_glossary_languages_fr
localize_statistics-3446,to_translate,485935,1384214401,localize_glossary_languages_fr
localize_statistics-3447,translations,67471,1384214401,localize_glossary_languages_fr
localize_statistics-3448,suggestions,15066,1384214401,localize_glossary_languages_fr
localize_statistics-3449,contributors,444,1384300802,localize_glossary_languages_fr
localize_statistics-3450,to_translate,485935,1384300802,localize_glossary_languages_fr
localize_statistics-3451,translations,67471,1384300802,localize_glossary_languages_fr
localize_statistics-3452,suggestions,15090,1384300802,localize_glossary_languages_fr
localize_statistics-3453,contributors,444,1384387201,localize_glossary_languages_fr
localize_statistics-3454,to_translate,485935,1384387201,localize_glossary_languages_fr
localize_statistics-3455,translations,67471,1384387201,localize_glossary_languages_fr
localize_statistics-3456,suggestions,15108,1384387201,localize_glossary_languages_fr
localize_statistics-3457,contributors,444,1384473601,localize_glossary_languages_fr
localize_statistics-3458,to_translate,485935,1384473601,localize_glossary_languages_fr
localize_statistics-3459,translations,67471,1384473601,localize_glossary_languages_fr
localize_statistics-3460,suggestions,15121,1384473601,localize_glossary_languages_fr
localize_statistics-3461,contributors,444,1384560001,localize_glossary_languages_fr
localize_statistics-3462,to_translate,485935,1384560001,localize_glossary_languages_fr
localize_statistics-3463,translations,67480,1384560001,localize_glossary_languages_fr
localize_statistics-3464,suggestions,15206,1384560001,localize_glossary_languages_fr
localize_statistics-3465,contributors,444,1384646402,localize_glossary_languages_fr
localize_statistics-3466,to_translate,485935,1384646402,localize_glossary_languages_fr
localize_statistics-3467,translations,67480,1384646402,localize_glossary_languages_fr
localize_statistics-3468,suggestions,15253,1384646402,localize_glossary_languages_fr
localize_statistics-3469,contributors,444,1384732801,localize_glossary_languages_fr
localize_statistics-3470,to_translate,485935,1384732801,localize_glossary_languages_fr
localize_statistics-3471,translations,67480,1384732801,localize_glossary_languages_fr
localize_statistics-3472,suggestions,15264,1384732801,localize_glossary_languages_fr
localize_statistics-3473,contributors,444,1384819201,localize_glossary_languages_fr
localize_statistics-3474,to_translate,485935,1384819201,localize_glossary_languages_fr
localize_statistics-3475,translations,67480,1384819201,localize_glossary_languages_fr
localize_statistics-3476,suggestions,15296,1384819201,localize_glossary_languages_fr
localize_statistics-3477,contributors,444,1384905601,localize_glossary_languages_fr
localize_statistics-3478,to_translate,485935,1384905601,localize_glossary_languages_fr
localize_statistics-3479,translations,67481,1384905601,localize_glossary_languages_fr
localize_statistics-3480,suggestions,15295,1384905601,localize_glossary_languages_fr
localize_statistics-3481,contributors,444,1384992203,localize_glossary_languages_fr
localize_statistics-3482,to_translate,485935,1384992203,localize_glossary_languages_fr
localize_statistics-3483,translations,67481,1384992203,localize_glossary_languages_fr
localize_statistics-3484,suggestions,15333,1384992203,localize_glossary_languages_fr
localize_statistics-3485,contributors,444,1385078401,localize_glossary_languages_fr
localize_statistics-3486,to_translate,485935,1385078401,localize_glossary_languages_fr
localize_statistics-3487,translations,67481,1385078401,localize_glossary_languages_fr
localize_statistics-3488,suggestions,15380,1385078401,localize_glossary_languages_fr
localize_statistics-3489,contributors,445,1385164801,localize_glossary_languages_fr
localize_statistics-3490,to_translate,485935,1385164801,localize_glossary_languages_fr
localize_statistics-3491,translations,67485,1385164801,localize_glossary_languages_fr
localize_statistics-3492,suggestions,15468,1385164801,localize_glossary_languages_fr
localize_statistics-3493,contributors,445,1385251472,localize_glossary_languages_fr
localize_statistics-3494,to_translate,485935,1385251472,localize_glossary_languages_fr
localize_statistics-3495,translations,67485,1385251472,localize_glossary_languages_fr
localize_statistics-3496,suggestions,15493,1385251472,localize_glossary_languages_fr
localize_statistics-3497,contributors,445,1385337601,localize_glossary_languages_fr
localize_statistics-3498,to_translate,485935,1385337601,localize_glossary_languages_fr
localize_statistics-3499,translations,67485,1385337601,localize_glossary_languages_fr
localize_statistics-3500,suggestions,15493,1385337601,localize_glossary_languages_fr
localize_statistics-3501,contributors,445,1385424001,localize_glossary_languages_fr
localize_statistics-3502,to_translate,485935,1385424001,localize_glossary_languages_fr
localize_statistics-3503,translations,67485,1385424001,localize_glossary_languages_fr
localize_statistics-3504,suggestions,15507,1385424001,localize_glossary_languages_fr
localize_statistics-3505,contributors,445,1385510402,localize_glossary_languages_fr
localize_statistics-3506,to_translate,485935,1385510402,localize_glossary_languages_fr
localize_statistics-3507,translations,67486,1385510402,localize_glossary_languages_fr
localize_statistics-3508,suggestions,15533,1385510402,localize_glossary_languages_fr
localize_statistics-3509,contributors,445,1385596802,localize_glossary_languages_fr
localize_statistics-3510,to_translate,485935,1385596802,localize_glossary_languages_fr
localize_statistics-3511,translations,67486,1385596802,localize_glossary_languages_fr
localize_statistics-3512,suggestions,15533,1385596802,localize_glossary_languages_fr
localize_statistics-3513,contributors,445,1385683201,localize_glossary_languages_fr
localize_statistics-3514,to_translate,485935,1385683201,localize_glossary_languages_fr
localize_statistics-3515,translations,67486,1385683201,localize_glossary_languages_fr
localize_statistics-3516,suggestions,15555,1385683201,localize_glossary_languages_fr
localize_statistics-3517,contributors,445,1385769601,localize_glossary_languages_fr
localize_statistics-3518,to_translate,485935,1385769601,localize_glossary_languages_fr
localize_statistics-3519,translations,67554,1385769601,localize_glossary_languages_fr
localize_statistics-3520,suggestions,15569,1385769601,localize_glossary_languages_fr
localize_statistics-3521,contributors,445,1385856001,localize_glossary_languages_fr
localize_statistics-3522,to_translate,485935,1385856001,localize_glossary_languages_fr
localize_statistics-3523,translations,67554,1385856001,localize_glossary_languages_fr
localize_statistics-3524,suggestions,15640,1385856001,localize_glossary_languages_fr
localize_statistics-3525,contributors,445,1385942401,localize_glossary_languages_fr
localize_statistics-3526,to_translate,485935,1385942401,localize_glossary_languages_fr
localize_statistics-3527,translations,67554,1385942401,localize_glossary_languages_fr
localize_statistics-3528,suggestions,15649,1385942401,localize_glossary_languages_fr
localize_statistics-3529,contributors,445,1386028801,localize_glossary_languages_fr
localize_statistics-3530,to_translate,485935,1386028801,localize_glossary_languages_fr
localize_statistics-3531,translations,67554,1386028801,localize_glossary_languages_fr
localize_statistics-3532,suggestions,15649,1386028801,localize_glossary_languages_fr
localize_statistics-3533,contributors,446,1386115485,localize_glossary_languages_fr
localize_statistics-3534,to_translate,485935,1386115485,localize_glossary_languages_fr
localize_statistics-3535,translations,67567,1386115485,localize_glossary_languages_fr
localize_statistics-3536,suggestions,15664,1386115485,localize_glossary_languages_fr
localize_statistics-3537,contributors,446,1386201602,localize_glossary_languages_fr
localize_statistics-3538,to_translate,485935,1386201602,localize_glossary_languages_fr
localize_statistics-3539,translations,67567,1386201602,localize_glossary_languages_fr
localize_statistics-3540,suggestions,15664,1386201602,localize_glossary_languages_fr
localize_statistics-3541,contributors,446,1386288001,localize_glossary_languages_fr
localize_statistics-3542,to_translate,485935,1386288001,localize_glossary_languages_fr
localize_statistics-3543,translations,67567,1386288001,localize_glossary_languages_fr
localize_statistics-3544,suggestions,15681,1386288001,localize_glossary_languages_fr
localize_statistics-3545,contributors,446,1386374401,localize_glossary_languages_fr
localize_statistics-3546,to_translate,485935,1386374401,localize_glossary_languages_fr
localize_statistics-3547,translations,67567,1386374401,localize_glossary_languages_fr
localize_statistics-3548,suggestions,15788,1386374401,localize_glossary_languages_fr
localize_statistics-3549,contributors,446,1386460802,localize_glossary_languages_fr
localize_statistics-3550,to_translate,485935,1386460802,localize_glossary_languages_fr
localize_statistics-3551,translations,67567,1386460802,localize_glossary_languages_fr
localize_statistics-3552,suggestions,15863,1386460802,localize_glossary_languages_fr
localize_statistics-3553,contributors,446,1386547201,localize_glossary_languages_fr
localize_statistics-3554,to_translate,485935,1386547201,localize_glossary_languages_fr
localize_statistics-3555,translations,67567,1386547201,localize_glossary_languages_fr
localize_statistics-3556,suggestions,15927,1386547201,localize_glossary_languages_fr
localize_statistics-3557,contributors,446,1386633601,localize_glossary_languages_fr
localize_statistics-3558,to_translate,485935,1386633601,localize_glossary_languages_fr
localize_statistics-3559,translations,67567,1386633601,localize_glossary_languages_fr
localize_statistics-3560,suggestions,15981,1386633601,localize_glossary_languages_fr
localize_statistics-3561,contributors,446,1386633690,localize_glossary_languages_fr
localize_statistics-3562,to_translate,485935,1386633690,localize_glossary_languages_fr
localize_statistics-3563,translations,67567,1386633690,localize_glossary_languages_fr
localize_statistics-3564,suggestions,15981,1386633690,localize_glossary_languages_fr
localize_statistics-3565,contributors,446,1386720002,localize_glossary_languages_fr
localize_statistics-3566,to_translate,485935,1386720002,localize_glossary_languages_fr
localize_statistics-3567,translations,67567,1386720002,localize_glossary_languages_fr
localize_statistics-3568,suggestions,16520,1386720002,localize_glossary_languages_fr
localize_statistics-3569,contributors,446,1386806401,localize_glossary_languages_fr
localize_statistics-3570,to_translate,485935,1386806401,localize_glossary_languages_fr
localize_statistics-3571,translations,67577,1386806401,localize_glossary_languages_fr
localize_statistics-3572,suggestions,16640,1386806401,localize_glossary_languages_fr
localize_statistics-3573,contributors,446,1386892801,localize_glossary_languages_fr
localize_statistics-3574,to_translate,485935,1386892801,localize_glossary_languages_fr
localize_statistics-3575,translations,67577,1386892801,localize_glossary_languages_fr
localize_statistics-3576,suggestions,16712,1386892801,localize_glossary_languages_fr
localize_statistics-3577,contributors,446,1386979201,localize_glossary_languages_fr
localize_statistics-3578,to_translate,485935,1386979201,localize_glossary_languages_fr
localize_statistics-3579,translations,67577,1386979201,localize_glossary_languages_fr
localize_statistics-3580,suggestions,16754,1386979201,localize_glossary_languages_fr
localize_statistics-3581,contributors,446,1387065601,localize_glossary_languages_fr
localize_statistics-3582,to_translate,485935,1387065601,localize_glossary_languages_fr
localize_statistics-3583,translations,67577,1387065601,localize_glossary_languages_fr
localize_statistics-3584,suggestions,16754,1387065601,localize_glossary_languages_fr
localize_statistics-3585,contributors,446,1387152309,localize_glossary_languages_fr
localize_statistics-3586,to_translate,485935,1387152309,localize_glossary_languages_fr
localize_statistics-3587,translations,67595,1387152309,localize_glossary_languages_fr
localize_statistics-3588,suggestions,16787,1387152309,localize_glossary_languages_fr
localize_statistics-3589,contributors,446,1387238401,localize_glossary_languages_fr
localize_statistics-3590,to_translate,485935,1387238401,localize_glossary_languages_fr
localize_statistics-3591,translations,67595,1387238401,localize_glossary_languages_fr
localize_statistics-3592,suggestions,16793,1387238401,localize_glossary_languages_fr
localize_statistics-3593,contributors,446,1387324801,localize_glossary_languages_fr
localize_statistics-3594,to_translate,485935,1387324801,localize_glossary_languages_fr
localize_statistics-3595,translations,67625,1387324801,localize_glossary_languages_fr
localize_statistics-3596,suggestions,16848,1387324801,localize_glossary_languages_fr
localize_statistics-3597,contributors,446,1387411201,localize_glossary_languages_fr
localize_statistics-3598,to_translate,485935,1387411201,localize_glossary_languages_fr
localize_statistics-3599,translations,67625,1387411201,localize_glossary_languages_fr
localize_statistics-3600,suggestions,16861,1387411201,localize_glossary_languages_fr
localize_statistics-3601,contributors,446,1387497601,localize_glossary_languages_fr
localize_statistics-3602,to_translate,485935,1387497601,localize_glossary_languages_fr
localize_statistics-3603,translations,67625,1387497601,localize_glossary_languages_fr
localize_statistics-3604,suggestions,16892,1387497601,localize_glossary_languages_fr
localize_statistics-3605,contributors,446,1387584001,localize_glossary_languages_fr
localize_statistics-3606,to_translate,485935,1387584001,localize_glossary_languages_fr
localize_statistics-3607,translations,67625,1387584001,localize_glossary_languages_fr
localize_statistics-3608,suggestions,16892,1387584001,localize_glossary_languages_fr
localize_statistics-3609,contributors,446,1387670401,localize_glossary_languages_fr
localize_statistics-3610,to_translate,485935,1387670401,localize_glossary_languages_fr
localize_statistics-3611,translations,67625,1387670401,localize_glossary_languages_fr
localize_statistics-3612,suggestions,16892,1387670401,localize_glossary_languages_fr
localize_statistics-3613,contributors,446,1387756801,localize_glossary_languages_fr
localize_statistics-3614,to_translate,485935,1387756801,localize_glossary_languages_fr
localize_statistics-3615,translations,67625,1387756801,localize_glossary_languages_fr
localize_statistics-3616,suggestions,16913,1387756801,localize_glossary_languages_fr
localize_statistics-3617,contributors,446,1387843201,localize_glossary_languages_fr
localize_statistics-3618,to_translate,485935,1387843201,localize_glossary_languages_fr
localize_statistics-3619,translations,67625,1387843201,localize_glossary_languages_fr
localize_statistics-3620,suggestions,16913,1387843201,localize_glossary_languages_fr
localize_statistics-3621,contributors,446,1387929601,localize_glossary_languages_fr
localize_statistics-3622,to_translate,485935,1387929601,localize_glossary_languages_fr
localize_statistics-3623,translations,67625,1387929601,localize_glossary_languages_fr
localize_statistics-3624,suggestions,16998,1387929601,localize_glossary_languages_fr
localize_statistics-3625,contributors,446,1388016058,localize_glossary_languages_fr
localize_statistics-3626,to_translate,485935,1388016058,localize_glossary_languages_fr
localize_statistics-3627,translations,67625,1388016058,localize_glossary_languages_fr
localize_statistics-3628,suggestions,17064,1388016058,localize_glossary_languages_fr
localize_statistics-3629,contributors,446,1388102401,localize_glossary_languages_fr
localize_statistics-3630,to_translate,485935,1388102401,localize_glossary_languages_fr
localize_statistics-3631,translations,67625,1388102401,localize_glossary_languages_fr
localize_statistics-3632,suggestions,17152,1388102401,localize_glossary_languages_fr
localize_statistics-3633,contributors,446,1388188801,localize_glossary_languages_fr
localize_statistics-3634,to_translate,485935,1388188801,localize_glossary_languages_fr
localize_statistics-3635,translations,67625,1388188801,localize_glossary_languages_fr
localize_statistics-3636,suggestions,17402,1388188801,localize_glossary_languages_fr
localize_statistics-3637,contributors,446,1388275201,localize_glossary_languages_fr
localize_statistics-3638,to_translate,485935,1388275201,localize_glossary_languages_fr
localize_statistics-3639,translations,67625,1388275201,localize_glossary_languages_fr
localize_statistics-3640,suggestions,17433,1388275201,localize_glossary_languages_fr
localize_statistics-3641,contributors,446,1388361601,localize_glossary_languages_fr
localize_statistics-3642,to_translate,485935,1388361601,localize_glossary_languages_fr
localize_statistics-3643,translations,67625,1388361601,localize_glossary_languages_fr
localize_statistics-3644,suggestions,17433,1388361601,localize_glossary_languages_fr
localize_statistics-3645,contributors,446,1388448001,localize_glossary_languages_fr
localize_statistics-3646,to_translate,485935,1388448001,localize_glossary_languages_fr
localize_statistics-3647,translations,67638,1388448001,localize_glossary_languages_fr
localize_statistics-3648,suggestions,17492,1388448001,localize_glossary_languages_fr
localize_statistics-3649,contributors,446,1388534401,localize_glossary_languages_fr
localize_statistics-3650,to_translate,485935,1388534401,localize_glossary_languages_fr
localize_statistics-3651,translations,67638,1388534401,localize_glossary_languages_fr
localize_statistics-3652,suggestions,17494,1388534401,localize_glossary_languages_fr
localize_statistics-3653,contributors,446,1388620801,localize_glossary_languages_fr
localize_statistics-3654,to_translate,485935,1388620801,localize_glossary_languages_fr
localize_statistics-3655,translations,67638,1388620801,localize_glossary_languages_fr
localize_statistics-3656,suggestions,17494,1388620801,localize_glossary_languages_fr
localize_statistics-3657,contributors,446,1388707201,localize_glossary_languages_fr
localize_statistics-3658,to_translate,485935,1388707201,localize_glossary_languages_fr
localize_statistics-3659,translations,67666,1388707201,localize_glossary_languages_fr
localize_statistics-3660,suggestions,17472,1388707201,localize_glossary_languages_fr
localize_statistics-3661,contributors,446,1388793601,localize_glossary_languages_fr
localize_statistics-3662,to_translate,485935,1388793601,localize_glossary_languages_fr
localize_statistics-3663,translations,67666,1388793601,localize_glossary_languages_fr
localize_statistics-3664,suggestions,17521,1388793601,localize_glossary_languages_fr
localize_statistics-3665,contributors,446,1388880002,localize_glossary_languages_fr
localize_statistics-3666,to_translate,485935,1388880002,localize_glossary_languages_fr
localize_statistics-3667,translations,67666,1388880002,localize_glossary_languages_fr
localize_statistics-3668,suggestions,17521,1388880002,localize_glossary_languages_fr
localize_statistics-3669,contributors,446,1388966401,localize_glossary_languages_fr
localize_statistics-3670,to_translate,485935,1388966401,localize_glossary_languages_fr
localize_statistics-3671,translations,67666,1388966401,localize_glossary_languages_fr
localize_statistics-3672,suggestions,17521,1388966401,localize_glossary_languages_fr
localize_statistics-3673,contributors,446,1389052801,localize_glossary_languages_fr
localize_statistics-3674,to_translate,485935,1389052801,localize_glossary_languages_fr
localize_statistics-3675,translations,67666,1389052801,localize_glossary_languages_fr
localize_statistics-3676,suggestions,17600,1389052801,localize_glossary_languages_fr
localize_statistics-3677,contributors,446,1389139201,localize_glossary_languages_fr
localize_statistics-3678,to_translate,485935,1389139201,localize_glossary_languages_fr
localize_statistics-3679,translations,67666,1389139201,localize_glossary_languages_fr
localize_statistics-3680,suggestions,17623,1389139201,localize_glossary_languages_fr
localize_statistics-3681,contributors,446,1389226031,localize_glossary_languages_fr
localize_statistics-3682,to_translate,485935,1389226031,localize_glossary_languages_fr
localize_statistics-3683,translations,67666,1389226031,localize_glossary_languages_fr
localize_statistics-3684,suggestions,17624,1389226031,localize_glossary_languages_fr
localize_statistics-3685,contributors,446,1389312001,localize_glossary_languages_fr
localize_statistics-3686,to_translate,485935,1389312001,localize_glossary_languages_fr
localize_statistics-3687,translations,67666,1389312001,localize_glossary_languages_fr
localize_statistics-3688,suggestions,17644,1389312001,localize_glossary_languages_fr
localize_statistics-3689,contributors,446,1389398401,localize_glossary_languages_fr
localize_statistics-3690,to_translate,485935,1389398401,localize_glossary_languages_fr
localize_statistics-3691,translations,67666,1389398401,localize_glossary_languages_fr
localize_statistics-3692,suggestions,17698,1389398401,localize_glossary_languages_fr
localize_statistics-3693,contributors,446,1389484801,localize_glossary_languages_fr
localize_statistics-3694,to_translate,485935,1389484801,localize_glossary_languages_fr
localize_statistics-3695,translations,67666,1389484801,localize_glossary_languages_fr
localize_statistics-3696,suggestions,17698,1389484801,localize_glossary_languages_fr
localize_statistics-3697,contributors,446,1389571201,localize_glossary_languages_fr
localize_statistics-3698,to_translate,485935,1389571201,localize_glossary_languages_fr
localize_statistics-3699,translations,67666,1389571201,localize_glossary_languages_fr
localize_statistics-3700,suggestions,17698,1389571201,localize_glossary_languages_fr
localize_statistics-3701,contributors,446,1389657601,localize_glossary_languages_fr
localize_statistics-3702,to_translate,485935,1389657601,localize_glossary_languages_fr
localize_statistics-3703,translations,67666,1389657601,localize_glossary_languages_fr
localize_statistics-3704,suggestions,17744,1389657601,localize_glossary_languages_fr
localize_statistics-3705,contributors,446,1389744001,localize_glossary_languages_fr
localize_statistics-3706,to_translate,485935,1389744001,localize_glossary_languages_fr
localize_statistics-3707,translations,67666,1389744001,localize_glossary_languages_fr
localize_statistics-3708,suggestions,17744,1389744001,localize_glossary_languages_fr
localize_statistics-3709,contributors,446,1389830401,localize_glossary_languages_fr
localize_statistics-3710,to_translate,485935,1389830401,localize_glossary_languages_fr
localize_statistics-3711,translations,67666,1389830401,localize_glossary_languages_fr
localize_statistics-3712,suggestions,17744,1389830401,localize_glossary_languages_fr
localize_statistics-3713,contributors,446,1389916801,localize_glossary_languages_fr
localize_statistics-3714,to_translate,485935,1389916801,localize_glossary_languages_fr
localize_statistics-3715,translations,67666,1389916801,localize_glossary_languages_fr
localize_statistics-3716,suggestions,17744,1389916801,localize_glossary_languages_fr
localize_statistics-3717,contributors,446,1390003201,localize_glossary_languages_fr
localize_statistics-3718,to_translate,485935,1390003201,localize_glossary_languages_fr
localize_statistics-3719,translations,67669,1390003201,localize_glossary_languages_fr
localize_statistics-3720,suggestions,17742,1390003201,localize_glossary_languages_fr
localize_statistics-3721,contributors,446,1390089601,localize_glossary_languages_fr
localize_statistics-3722,to_translate,485935,1390089601,localize_glossary_languages_fr
localize_statistics-3723,translations,67669,1390089601,localize_glossary_languages_fr
localize_statistics-3724,suggestions,17743,1390089601,localize_glossary_languages_fr
localize_statistics-3725,contributors,446,1390176001,localize_glossary_languages_fr
localize_statistics-3726,to_translate,485935,1390176001,localize_glossary_languages_fr
localize_statistics-3727,translations,67669,1390176001,localize_glossary_languages_fr
localize_statistics-3728,suggestions,17790,1390176001,localize_glossary_languages_fr
localize_statistics-3729,contributors,446,1390262401,localize_glossary_languages_fr
localize_statistics-3730,to_translate,485935,1390262401,localize_glossary_languages_fr
localize_statistics-3731,translations,67674,1390262401,localize_glossary_languages_fr
localize_statistics-3732,suggestions,17804,1390262401,localize_glossary_languages_fr
localize_statistics-3733,contributors,446,1390348802,localize_glossary_languages_fr
localize_statistics-3734,to_translate,485935,1390348802,localize_glossary_languages_fr
localize_statistics-3735,translations,67674,1390348802,localize_glossary_languages_fr
localize_statistics-3736,suggestions,17819,1390348802,localize_glossary_languages_fr
localize_statistics-3737,contributors,446,1390435201,localize_glossary_languages_fr
localize_statistics-3738,to_translate,485935,1390435201,localize_glossary_languages_fr
localize_statistics-3739,translations,67674,1390435201,localize_glossary_languages_fr
localize_statistics-3740,suggestions,17820,1390435201,localize_glossary_languages_fr
localize_statistics-3741,contributors,446,1390521601,localize_glossary_languages_fr
localize_statistics-3742,to_translate,485935,1390521601,localize_glossary_languages_fr
localize_statistics-3743,translations,67674,1390521601,localize_glossary_languages_fr
localize_statistics-3744,suggestions,17884,1390521601,localize_glossary_languages_fr
localize_statistics-3745,contributors,446,1390608001,localize_glossary_languages_fr
localize_statistics-3746,to_translate,486236,1390608001,localize_glossary_languages_fr
localize_statistics-3747,translations,67674,1390608001,localize_glossary_languages_fr
localize_statistics-3748,suggestions,17918,1390608001,localize_glossary_languages_fr
localize_statistics-3749,contributors,446,1390694402,localize_glossary_languages_fr
localize_statistics-3750,to_translate,486664,1390694402,localize_glossary_languages_fr
localize_statistics-3751,translations,67674,1390694402,localize_glossary_languages_fr
localize_statistics-3752,suggestions,17918,1390694402,localize_glossary_languages_fr
localize_statistics-3753,contributors,446,1390780801,localize_glossary_languages_fr
localize_statistics-3754,to_translate,486795,1390780801,localize_glossary_languages_fr
localize_statistics-3755,translations,67674,1390780801,localize_glossary_languages_fr
localize_statistics-3756,suggestions,18021,1390780801,localize_glossary_languages_fr
localize_statistics-3757,contributors,446,1390867201,localize_glossary_languages_fr
localize_statistics-3758,to_translate,486795,1390867201,localize_glossary_languages_fr
localize_statistics-3759,translations,67674,1390867201,localize_glossary_languages_fr
localize_statistics-3760,suggestions,18107,1390867201,localize_glossary_languages_fr
localize_statistics-3761,contributors,446,1390953601,localize_glossary_languages_fr
localize_statistics-3762,to_translate,486795,1390953601,localize_glossary_languages_fr
localize_statistics-3763,translations,67685,1390953601,localize_glossary_languages_fr
localize_statistics-3764,suggestions,18095,1390953601,localize_glossary_languages_fr
localize_statistics-3765,contributors,446,1391040001,localize_glossary_languages_fr
localize_statistics-3766,to_translate,489965,1391040001,localize_glossary_languages_fr
localize_statistics-3767,translations,67728,1391040001,localize_glossary_languages_fr
localize_statistics-3768,suggestions,18055,1391040001,localize_glossary_languages_fr
localize_statistics-3769,contributors,447,1391126401,localize_glossary_languages_fr
localize_statistics-3770,to_translate,498899,1391126401,localize_glossary_languages_fr
localize_statistics-3771,translations,67738,1391126401,localize_glossary_languages_fr
localize_statistics-3772,suggestions,18052,1391126401,localize_glossary_languages_fr
localize_statistics-3773,contributors,447,1391212801,localize_glossary_languages_fr
localize_statistics-3774,to_translate,500070,1391212801,localize_glossary_languages_fr
localize_statistics-3775,translations,67738,1391212801,localize_glossary_languages_fr
localize_statistics-3776,suggestions,18057,1391212801,localize_glossary_languages_fr
localize_statistics-3777,contributors,447,1391299201,localize_glossary_languages_fr
localize_statistics-3778,to_translate,500089,1391299201,localize_glossary_languages_fr
localize_statistics-3779,translations,67738,1391299201,localize_glossary_languages_fr
localize_statistics-3780,suggestions,18060,1391299201,localize_glossary_languages_fr
localize_statistics-3781,contributors,447,1391385969,localize_glossary_languages_fr
localize_statistics-3782,to_translate,501271,1391385969,localize_glossary_languages_fr
localize_statistics-3783,translations,67738,1391385969,localize_glossary_languages_fr
localize_statistics-3784,suggestions,18064,1391385969,localize_glossary_languages_fr
localize_statistics-3785,contributors,447,1391472001,localize_glossary_languages_fr
localize_statistics-3786,to_translate,501289,1391472001,localize_glossary_languages_fr
localize_statistics-3787,translations,67738,1391472001,localize_glossary_languages_fr
localize_statistics-3788,suggestions,18069,1391472001,localize_glossary_languages_fr
localize_statistics-3789,contributors,447,1391558401,localize_glossary_languages_fr
localize_statistics-3790,to_translate,501380,1391558401,localize_glossary_languages_fr
localize_statistics-3791,translations,67738,1391558401,localize_glossary_languages_fr
localize_statistics-3792,suggestions,18070,1391558401,localize_glossary_languages_fr
localize_statistics-3793,contributors,447,1391644801,localize_glossary_languages_fr
localize_statistics-3794,to_translate,501543,1391644801,localize_glossary_languages_fr
localize_statistics-3795,translations,67738,1391644801,localize_glossary_languages_fr
localize_statistics-3796,suggestions,18077,1391644801,localize_glossary_languages_fr
localize_statistics-3797,contributors,447,1391731201,localize_glossary_languages_fr
localize_statistics-3798,to_translate,501942,1391731201,localize_glossary_languages_fr
localize_statistics-3799,translations,67738,1391731201,localize_glossary_languages_fr
localize_statistics-3800,suggestions,18107,1391731201,localize_glossary_languages_fr
localize_statistics-3801,contributors,447,1391817601,localize_glossary_languages_fr
localize_statistics-3802,to_translate,502177,1391817601,localize_glossary_languages_fr
localize_statistics-3803,translations,67738,1391817601,localize_glossary_languages_fr
localize_statistics-3804,suggestions,18107,1391817601,localize_glossary_languages_fr
localize_statistics-3805,contributors,447,1391904001,localize_glossary_languages_fr
localize_statistics-3806,to_translate,502211,1391904001,localize_glossary_languages_fr
localize_statistics-3807,translations,67738,1391904001,localize_glossary_languages_fr
localize_statistics-3808,suggestions,18222,1391904001,localize_glossary_languages_fr
localize_statistics-3809,contributors,447,1391990401,localize_glossary_languages_fr
localize_statistics-3810,to_translate,502247,1391990401,localize_glossary_languages_fr
localize_statistics-3811,translations,67738,1391990401,localize_glossary_languages_fr
localize_statistics-3812,suggestions,18227,1391990401,localize_glossary_languages_fr
localize_statistics-3813,contributors,447,1392076801,localize_glossary_languages_fr
localize_statistics-3814,to_translate,502472,1392076801,localize_glossary_languages_fr
localize_statistics-3815,translations,67738,1392076801,localize_glossary_languages_fr
localize_statistics-3816,suggestions,18239,1392076801,localize_glossary_languages_fr
localize_statistics-3817,contributors,447,1392163201,localize_glossary_languages_fr
localize_statistics-3818,to_translate,502637,1392163201,localize_glossary_languages_fr
localize_statistics-3819,translations,67748,1392163201,localize_glossary_languages_fr
